Date,Ticker,Close,volatility_20,momentum_10,predicted_return,predicted_price,predicted_direction
2026-09-04,BHARTIARTL.NS,1852.0999755859375,0.01677677907262628,-0.04825283885614717,8.2188555e-05,1852.2520981887792,NEUTRAL
2026-09-04,HDFCBANK.NS,714.25,0.009002183418377637,-0.01747026892326997,0.0012602999,715.1501554250717,BULLISH
2026-09-04,HINDUNILVR.NS,1972.0999755859375,0.008684397346435009,-0.02129033469680519,-0.00014511372,1971.8137503003745,NEUTRAL
2026-09-04,MARUTI.NS,12678.0,0.01192084803868174,-0.06538886841135272,0.0046973596,12737.552659034729,BULLISH
2026-09-04,RELIANCE.NS,1326.0,0.009708965446957788,0.0075987841945288626,0.0014639782,1327.9412763118744,BULLISH
2026-09-04,SBIN.NS,1019.2999877929688,0.010358543466852128,-0.028034676025352256,0.00062494405,1019.9369433565153,NEUTRAL
2026-09-04,SUNPHARMA.NS,1900.0,0.012888649029741048,-0.0012615771568872391,0.0015676334,1902.9784440994263,BULLISH
2026-09-04,TATASTEEL.NS,188.8300018310547,0.010248065411219379,0.03185793350303112,0.00433367,189.64831841666273,BULLISH
2026-09-04,TCS.NS,2311.699951171875,0.016865754157705023,0.004213705982569538,-0.00035201435,2310.886174922489,NEUTRAL
2026-09-04,ULTRACEMCO.NS,11334.0,0.009650851028780228,-0.02039757994814173,0.0066978307,11409.912569761276,BULLISH
